start_date,end_date,progress,duration_in_seconds,finished,recorded_date,iraq_fair_r,iraq_wealthy_privilege,iraq_angry,iraq_corrupt,iraq_happy_r,bailouts_fair_r,bailouts_wealthy_privilege,bailouts_angry,bailouts_corrupt,bailouts_happy_r,offshore_fair_r,offshore_wealthy_privilege,offshore_angry,offshore_corrupt,offshore_happy_r,covid_19_relief_fair_r,covid_19_relief_wealthy_privilege,covid_19_relief_angry,covid_19_relief_corrupt,covid_19_relief_happy_r,large_corps_fair_r,large_corps_wealthy_privilege,large_corps_angry,large_corps_corrupt,large_corps_happy_r,charity_fair_r,charity_wealthy_privilege,charity_angry,charity_corrupt,charity_happy_r,gov_response_overall_safe_r,gov_response_overall_suffering,gov_response_overall_concern_r,gov_response_overall_protect_jobs_r,gov_response_overall_generous_r,community_response_safe_r,community_response_suffering,community_response_concern_r,community_response_help_those_in_need_r,community_response_generous_r,idealism_community_dishonest_r,idealism_community_considerate,idealism_community_good,idealism_community_positive,idealism_community_right,idealism_community_included,idealism_elites_dishonest_r,idealism_elites_considerate,idealism_elites_good,idealism_elites_positive,idealism_elites_right,idealism_elites_included,idealism_police_dishonest_r,idealism_police_considerate,idealism_police_good,idealism_police_positive,idealism_police_right,idealism_police_included,pre_video_sympathy_blm,pre_video_anger_blm_r,pre_video_participate_blm_protests,pre_video_wish_participated,pre_video_wish_blue_r,pre_video_donations_support_blm,pre_video_donations_oppose_blm_r,pre_video_social_media_support_blm,pre_video_social_media_criticize_blm_r,q_104_first_click,q_104_last_click,q_104_page_submit,q_104_click_count,elevation_want_to_help,elevation_feel_close,elevation_better_person,elevation_find_ways_to_help,elevation_warmth,elevation_lump,elevation_tears,elevation_goosebumps,elevation_uplifted,elevation_moved,elevation_touched,elevation_inspired,elevation_compassion,elevation_admiration,elevation_heartwarming,positive_affect_happy,positive_affect_entertained,positive_affect_amused,positive_affect_delighted,afraid_of_protestors,afraid_of_police,angry_at_protestors,angry_at_police,post_video_sympathy_blm,post_video_anger_blm_r,post_video_plan_to_participate_blm_protests,post_video_wish_participate,post_video_wish_blue_r,post_video_donations_support_blm,post_video_donations_oppose_blm_r,post_video_social_media_support_blm,post_video_social_media_criticize_blm_r,effectiveness_of_blm_post,police_funding,tactic_looting,tactic_burn_stations,tactic_loud_chants,tactic_block_traffic,tactic_gathering,ii_m_bombcities,ii_r_e_welfare,ii_e_taxcuts,ii_r_m_guncontrol,ii_m_militaryspending,ii_m_warantlesssearch,ii_r_e_pollutioncontrol,ii_r_e_foreignaid,ii_r_s_womenequality,ii_m_obedience,ii_r_m_enemycompromise,ii_m_nukes,ii_m_drones,ii_s_charterschools,ii_s_prayer,ii_r_m_pacifism,ii_r_e_socialism,ii_r_s_porn,ii_r_m_immigration,ii_s_deathpenalty,ii_m_waterboard,ii_r_s_premaritalsex,ii_r_s_gaymarriage,ii_r_s_abortion,ii_r_s_evolution,ii_m_patriotism,ii_s_bibletruth,ii_r_e_globalization,ii_e_smallgovernment,covid_experience_bored,covid_experience_frustrated,covid_experience_lonely,covid_experience_angry,covid_experience_happy_r,race_ethnicity_origin,race_ethnicity_origin_text,age,pol_parties,pol_parties_text,community_description,gender,gender_text,catch_sky_color,income,education,direct_connection_bl,direct_connection_ra,direct_connection_po,direct_connection_el,catch_distractions,catch_video_stream,catch_honesty,random_id,vid_time
2020-06-24T14:28:03Z,2020-06-24T14:41:31Z,100,807,1,2020-06-24T14:41:31Z,2,7,5,7,2,1,7,6,6,2,1,7,4,2,1,4,7,2,3,4,2,6,5,5,3,5,2,1,2,6,3,6,3,3,3,5,3,6,5,6,2,6,6,6,6,6,5,2,2,2,2,2,2,5,5,5,5,5,5,1,1,3,1,1,1,4,1,7.648,7.648,104.502,1,0,-1,0,0,-1,-1,1,1,0,2,2,2,2,2,2,0,0,1,0,1,1,1,-1,5,1,2,3,1,2,1,3,1,3,-25,1,1,6,1,2,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,0,-1,-1,-1,2,2,1,1,3,7,NA,38,2,NA,2,2,NA,3,7,5,2,2,1,1,3,1,1,123067,104.502
2020-06-24T14:29:04Z,2020-06-24T14:42:43Z,100,819,1,2020-06-24T14:42:43Z,2,5,6,4,1,2,7,5,5,2,3,6,3,4,3,6,5,2,2,4,2,7,6,7,2,4,4,4,5,4,4,3,4,3,2,2,5,2,2,1,5,2,2,3,2,5,4,3,2,3,4,3,6,2,3,1,2,2,2,3,1,1,1,1,1,1,1,3.96,10.533,104.532,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-42,1,3,1,1,1,-1,1,-1,1,-1,0,1,-1,0,0,1,-1,0,0,-1,1,1,1,0,1,-1,1,1,1,1,-1,-1,1,0,1,1,2,1,2,2,NA,21,0,NA,5,2,NA,3,3,4,1,1,1,1,3,1,1,829672,104.532
2020-06-24T14:27:59Z,2020-06-24T14:42:47Z,100,887,1,2020-06-24T14:42:48Z,4,5,3,4,2,2,6,3,5,1,1,7,4,6,1,3,3,2,3,4,1,7,4,7,1,3,3,2,3,4,4,6,3,2,2,2,6,3,2,2,5,3,3,3,3,2,6,1,1,1,1,1,4,5,5,4,5,5,3,3,1,1,1,1,1,1,1,6.677,6.677,105.288,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,3,3,1,1,1,2,1,1,1,3,0,1,1,6,1,4,-1,0,0,1,0,-1,1,0,1,0,0,-1,0,0,-1,1,0,1,-1,1,-1,1,1,1,1,1,-1,1,1,2,3,2,1,1,4,NA,31,2,NA,5,2,NA,3,4,5,4,4,3,1,3,1,1,822784,105.288
2020-06-24T14:26:36Z,2020-06-24T14:44:17Z,100,1061,1,2020-06-24T14:44:18Z,4,4,3,5,2,2,7,4,6,2,2,7,4,4,1,4,6,2,4,4,3,6,4,4,4,5,4,4,3,4,5,3,5,5,5,6,2,6,6,6,2,6,6,6,6,6,4,3,3,2,3,4,1,6,6,6,6,6,2,3,1,1,1,1,1,1,1,5.696,5.696,104.536,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,30,1,1,3,1,3,0,1,0,-1,1,-1,1,1,1,-1,0,-1,0,1,-1,-1,-1,0,-1,1,-1,1,1,1,1,1,1,0,1,2,2,2,1,3,7,NA,49,0,NA,2,1,NA,3,10,5,3,3,1,1,3,1,1,395833,104.536
2020-06-24T14:04:03Z,2020-06-24T14:44:23Z,100,2420,1,2020-06-24T14:44:24Z,1,7,5,3,1,1,6,4,3,2,2,7,3,5,1,7,2,1,1,6,3,6,5,4,2,6,5,2,3,4,2,6,5,2,4,4,2,5,3,3,3,4,5,5,6,5,6,4,3,2,3,3,2,5,5,6,6,5,5,1,1,3,1,1,1,1,1,0,0,104.602,0,-1,-1,0,0,0,1,1,-1,0,0,0,0,2,0,0,-1,0,1,-1,1,1,1,0,5,1,2,3,1,2,1,2,1,3,-35,1,1,6,4,3,-1,1,1,0,1,-1,1,1,1,0,1,-1,-1,0,-1,1,0,1,1,-1,-1,1,1,1,1,0,-1,0,0,2,4,2,2,2,7,NA,39,0,NA,4,1,NA,3,2,2,2,3,1,1,3,1,1,114682,104.602
2020-06-24T14:32:16Z,2020-06-24T14:44:58Z,100,762,1,2020-06-24T14:44:58Z,2,4,6,6,2,4,3,4,2,5,4,5,4,3,3,4,4,2,3,4,3,7,4,5,3,7,1,1,1,7,2,6,3,3,4,3,5,2,3,3,3,4,5,4,6,4,6,3,3,2,3,3,4,5,5,6,5,5,5,1,2,5,1,2,1,5,1,0,0,104.471,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,2,1,1,1,-1,5,1,3,5,1,3,1,5,1,5,-85,2,2,6,6,6,-1,1,1,1,-1,-1,1,1,1,0,0,-1,0,0,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,2,5,2,3,1,7,NA,46,2,NA,4,1,NA,3,4,3,2,2,1,1,3,1,1,512347,104.471
2020-06-24T14:32:21Z,2020-06-24T14:46:30Z,100,849,1,2020-06-24T14:46:30Z,4,4,3,7,1,1,7,4,7,1,2,7,3,4,1,3,1,3,3,5,4,7,3,6,3,5,3,2,4,4,4,5,5,2,2,4,3,4,5,5,2,5,5,5,5,6,5,4,4,4,4,4,4,4,5,5,5,4,5,1,1,2,1,3,1,4,1,0,0,106.09,0,2,2,2,0,1,1,1,0,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,5,1,2,3,1,3,1,4,1,3,-50,1,1,6,2,4,-1,1,0,1,0,-1,1,1,1,1,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0,0,0,0,0,3,4,3,4,2,3,NA,33,0,NA,2,1,NA,3,7,5,5,4,1,2,3,1,1,587174,106.09
2020-06-24T14:29:30Z,2020-06-24T14:46:48Z,100,1037,1,2020-06-24T14:46:48Z,1,5,4,5,1,2,5,4,4,3,2,6,4,4,1,5,3,2,2,5,1,5,5,5,1,6,1,1,1,6,4,5,2,2,3,5,2,5,5,5,2,5,5,5,5,5,6,1,1,1,1,1,5,3,2,2,2,2,4,1,1,2,1,1,1,2,1,0,0,256.96,0,0,0,0,0,-1,-1,-1,-1,0,2,2,0,2,0,0,1,0,1,1,1,0,1,0,4,1,1,3,1,1,1,2,1,3,-24,1,1,6,2,6,-1,1,-1,-1,0,-1,1,1,1,-1,0,0,0,0,-1,0,0,1,0,0,-1,1,1,1,1,0,-1,0,1,1,1,1,1,2,7,NA,37,0,NA,2,1,NA,3,3,3,3,4,1,1,3,1,1,179171,256.96
2020-06-24T14:32:09Z,2020-06-24T14:47:32Z,100,922,1,2020-06-24T14:47:32Z,3,5,4,4,2,1,7,5,6,1,1,6,5,5,1,2,6,5,4,2,2,7,5,6,1,5,4,2,4,5,2,5,3,3,4,5,3,5,6,5,2,6,6,6,6,5,4,2,2,2,2,1,1,6,7,6,6,7,2,4,1,1,3,1,1,1,1,0,0,104.833,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,0,1,0,1,2,4,1,1,3,1,1,1,1,2,50,1,1,3,1,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,0,1,0,0,-1,-1,0,0,-1,-1,-1,-1,1,1,1,0,2,3,1,2,1,7,NA,54,0,NA,2,1,NA,3,1,3,2,1,1,1,3,1,1,360294,104.833
2020-06-24T14:37:18Z,2020-06-24T14:48:42Z,100,683,1,2020-06-24T14:48:42Z,1,7,7,7,1,1,7,6,7,6,1,7,7,7,1,2,7,5,6,3,1,7,6,7,1,5,3,1,5,3,1,7,3,1,2,5,3,6,5,5,3,5,6,6,5,5,7,3,2,1,2,2,2,6,7,6,7,6,1,5,1,1,1,1,1,1,1,0,0,103.542,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,1,1,1,1,1,1,1,3,10,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,1,0,1,1,-1,-1,1,2,3,3,2,2,7,NA,42,1,NA,4,2,NA,3,5,5,1,1,1,1,3,1,1,702481,103.542
2020-06-24T14:41:58Z,2020-06-24T14:50:32Z,100,513,1,2020-06-24T14:50:33Z,5,6,4,4,5,5,4,5,3,4,3,7,6,6,3,4,6,6,5,3,3,6,6,6,3,5,5,6,5,3,4,6,4,4,2,5,4,5,5,4,2,5,5,4,5,5,6,5,4,5,4,4,3,5,5,5,6,5,3,2,1,1,1,1,1,1,1,4.023,4.023,103.733,1,0,0,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,3,2,1,1,1,1,1,1,1,3,0,1,1,3,1,2,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,3,3,2,2,3,2,NA,29,2,NA,1,2,NA,3,11,5,2,2,1,1,3,1,1,836852,103.733
2020-06-24T14:32:40Z,2020-06-24T14:50:59Z,100,1099,1,2020-06-24T14:51:00Z,3,4,5,4,2,3,5,4,4,3,3,5,4,4,3,4,5,4,4,3,2,6,4,4,3,7,1,1,2,5,1,6,1,2,2,5,2,6,5,6,2,5,6,4,5,5,4,3,3,2,3,3,2,4,5,5,5,5,4,2,1,2,1,2,1,3,1,0,0,105.38,0,2,2,2,2,2,-1,1,2,0,2,2,2,2,0,2,0,1,1,0,1,1,1,0,5,1,3,4,1,3,1,3,1,4,-55,2,2,6,3,4,0,1,-1,1,-1,-1,1,1,1,0,0,-1,0,0,-1,1,-1,1,0,0,0,1,1,0,1,0,0,1,-1,3,2,2,1,3,47,NA,19,2,NA,2,2,NA,3,4,3,3,4,2,2,3,1,1,211202,105.38
2020-06-24T14:31:36Z,2020-06-24T14:57:06Z,100,1530,1,2020-06-24T14:57:07Z,2,7,5,6,2,1,7,7,7,1,3,7,4,4,3,2,7,4,4,4,2,7,7,6,2,3,5,1,3,4,5,5,3,3,3,6,2,6,6,6,2,6,6,6,6,6,7,1,1,1,1,1,6,3,3,3,3,3,5,1,2,4,1,2,1,3,1,0,0,104.387,0,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,1,0,-1,1,1,1,1,2,5,1,3,4,1,3,3,3,1,3,-50,1,1,6,4,4,0,1,-1,0,-1,-1,1,1,1,0,0,-1,0,1,1,0,-1,1,1,0,0,0,0,0,1,0,1,-1,0,3,3,3,2,1,3,NA,34,0,NA,2,1,NA,3,3,4,4,4,1,1,3,1,1,231274,104.387
2020-06-24T14:33:22Z,2020-06-24T14:57:56Z,100,1473,1,2020-06-24T14:57:56Z,1,7,7,7,1,1,7,7,7,1,3,7,4,4,1,3,7,5,1,1,2,7,5,6,1,4,4,1,4,5,1,5,1,1,1,3,1,3,3,3,2,5,5,5,5,5,5,1,1,1,1,1,7,1,1,1,1,1,5,1,1,3,1,1,1,3,1,1.047,7.191,8.864,4,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,1,-1,1,-1,5,1,1,3,1,1,1,5,1,3,-60,2,2,6,6,6,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,0,-1,1,-1,2,2,2,1,3,7,NA,29,2,NA,2,2,NA,3,1,5,2,3,1,1,1,3,1,125719,8.864
2020-06-24T14:30:56Z,2020-06-24T14:58:15Z,100,1638,1,2020-06-24T14:58:15Z,1,7,6,6,2,3,7,3,6,3,2,7,6,6,1,1,7,6,6,1,1,7,7,7,1,4,6,2,4,4,2,7,2,1,1,4,2,5,5,5,3,5,5,5,5,5,6,1,1,1,1,1,6,1,1,1,1,1,5,1,2,5,1,2,1,4,1,5.501,5.501,103.438,1,2,2,2,2,2,-1,0,2,0,2,2,2,2,2,0,-1,1,1,1,1,1,1,2,5,1,3,5,1,2,1,5,1,3,-35,4,2,6,3,6,-1,1,1,1,0,-1,1,1,1,-1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,5,5,5,5,2,34,NA,26,2,NA,2,1,NA,3,7,5,5,5,1,1,3,1,1,186631,103.438
2020-06-24T14:48:49Z,2020-06-24T14:58:49Z,100,599,1,2020-06-24T14:58:49Z,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,2,2,3,2,1,4,4,4,4,4,3,4,4,4,4,4,7,1,1,1,1,1,6,3,3,2,3,3,3,1,3,2,1,1,1,1,1,1.268,11.178,136.952,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,2,1,3,2,1,1,1,1,1,2,-50,3,3,6,3,4,-1,1,-1,0,-1,-1,1,0,1,0,0,-1,-1,-1,-1,0,1,0,0,0,-1,0,1,1,1,0,-1,0,0,3,2,5,2,1,7,NA,37,0,NA,2,2,NA,3,3,5,1,1,1,1,3,1,1,684031,136.952
2020-06-24T14:33:55Z,2020-06-24T15:05:34Z,100,1898,1,2020-06-24T15:05:34Z,1,6,6,6,1,4,4,4,3,4,3,7,5,5,3,6,2,2,2,6,3,6,4,4,4,6,3,3,2,6,6,2,6,6,6,5,3,5,5,5,2,6,6,6,6,6,3,5,5,5,5,5,2,6,6,6,6,6,3,4,1,1,1,1,3,1,2,6.02,8.817,114.088,2,-1,-1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,1,3,3,1,1,1,1,1,1,1,4,0,1,1,2,1,1,-1,1,1,-1,1,-1,1,1,1,1,0,-1,1,1,1,1,1,1,-1,1,-1,1,1,1,0,1,1,1,0,4,4,4,5,2,2,NA,35,0,NA,6,1,NA,6,11,7,1,3,1,1,3,1,1,727798,114.088
2020-06-24T14:57:07Z,2020-06-24T15:09:52Z,100,765,1,2020-06-24T15:09:53Z,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,7,1,1,1,7,7,1,1,4,4,7,1,1,1,7,7,1,7,7,7,7,1,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,7,5,1,1,3,3,1,1,3,1,5.538,86.89,106.529,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,-1,2,1,-1,1,-1,5,1,2,3,1,3,2,2,1,4,-53,1,1,6,1,6,1,1,1,1,1,-1,1,1,1,-1,1,0,1,0,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,3,5,1,3,7,NA,28,2,NA,4,2,NA,3,8,3,2,2,1,1,3,1,1,849405,106.529
2020-06-24T15:07:12Z,2020-06-24T15:13:33Z,100,380,1,2020-06-24T15:13:33Z,1,7,7,7,1,7,7,6,7,6,1,5,6,5,1,1,7,7,7,2,1,7,7,6,1,5,6,4,6,5,1,1,1,1,1,6,6,5,7,6,6,2,3,2,3,2,7,1,1,1,1,1,5,6,6,5,6,6,1,5,1,1,1,1,1,1,3,1.24,98.974,102.954,2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,1,1,1,1,1,1,3,3,100,1,1,1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,4,5,4,3,1,7,NA,24,1,NA,2,2,NA,3,7,5,1,1,1,1,3,1,1,153326,102.954
2020-06-24T14:53:29Z,2020-06-24T15:14:40Z,100,1271,1,2020-06-24T15:14:41Z,5,5,5,4,5,4,4,4,5,5,6,5,5,6,5,3,4,4,4,3,5,5,5,5,5,5,6,5,5,6,5,5,4,5,4,5,5,5,5,5,5,5,5,5,6,5,5,4,4,5,4,5,4,5,5,5,5,4,4,2,4,4,4,3,2,4,2,0,0,127.364,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,4,3,3,3,4,3,3,3,3,3,62,1,1,4,1,1,-1,0,0,0,0,1,1,1,0,1,-1,0,1,-1,1,-1,0,0,1,-1,-1,0,0,0,1,1,0,-1,0,4,4,4,4,1,3,NA,30,2,NA,2,1,NA,3,6,5,4,4,4,3,3,1,1,974319,127.364
2020-06-24T15:16:26Z,2020-06-24T15:40:10Z,100,1423,1,2020-06-24T15:40:10Z,4,7,4,4,4,5,7,1,4,4,1,7,7,5,1,5,7,1,1,7,4,7,2,4,4,4,4,3,4,4,5,3,5,5,5,5,3,4,4,4,4,4,4,5,4,5,5,2,2,1,2,2,4,5,5,5,5,5,1,5,1,1,3,1,1,1,1,6.801,6.801,108.486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,1,1,3,1,3,1,5,2,0,1,1,1,1,1,1,0,1,1,1,0,1,-1,1,1,0,-1,1,0,-1,1,1,-1,-1,1,0,-1,-1,1,1,1,0,0,-1,2,2,1,1,1,2,NA,52,5,none,4,1,NA,3,7,5,1,1,1,1,3,1,1,833228,108.486
2020-06-24T15:23:34Z,2020-06-24T15:50:01Z,100,1586,1,2020-06-24T15:50:02Z,1,1,7,7,1,1,7,7,7,1,1,7,7,7,1,4,7,2,2,4,1,7,7,7,1,1,7,1,7,1,5,4,4,2,4,2,7,2,3,2,3,6,6,5,6,6,6,4,4,4,4,4,6,4,4,4,4,4,2,2,1,1,1,1,1,1,1,3.906,15.111,105.617,3,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,2,2,1,1,1,1,1,1,1,2,-25,1,1,4,1,1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,-1,1,1,-1,1,-1,1,0,1,1,1,0,1,1,1,0,-1,1,1,2,2,1,2,47,NA,32,1,NA,1,2,NA,3,7,5,3,4,1,1,3,1,1,587209,105.617
2020-06-24T13:55:58Z,2020-06-24T15:55:13Z,100,7154,1,2020-06-24T15:55:13Z,1,5,5,5,1,3,5,5,4,2,2,5,4,6,2,6,6,2,3,5,4,4,1,3,6,5,4,2,2,5,5,5,4,5,6,5,7,5,6,6,5,4,6,6,6,5,5,5,3,4,3,4,5,6,7,5,6,6,4,1,3,3,3,2,1,1,1,0,0,106.192,0,2,2,0,2,-1,1,-1,2,-1,2,0,0,2,-1,0,1,1,1,1,1,1,1,0,4,1,4,4,3,3,1,4,1,4,-50,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,-1,0,1,1,0,1,-1,1,0,-1,-1,-1,-1,-1,1,1,1,-1,3,4,2,2,3,7,NA,45,2,NA,4,2,NA,3,6,5,3,2,3,1,3,1,1,824573,106.192
2020-06-24T15:42:43Z,2020-06-24T16:00:09Z,100,1045,1,2020-06-24T16:00:09Z,1,7,7,7,1,1,7,7,7,1,1,7,7,7,1,4,1,1,1,7,2,7,2,4,1,6,2,2,2,6,4,4,5,4,3,5,3,5,5,5,1,7,7,7,7,7,7,1,1,1,1,1,7,1,1,1,1,1,5,1,1,1,1,1,1,1,1,8.169,62.625,104.657,2,0,0,0,0,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,0,1,-1,1,2,5,1,1,NA,1,1,1,1,1,1,-100,1,1,6,4,4,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,2,2,2,2,2,4,NA,33,1,NA,2,1,NA,3,5,5,1,5,1,4,3,1,1,987147,104.657
2020-06-24T12:25:23Z,2020-06-24T12:25:46Z,4,22,0,2020-06-25T12:25:48Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640096,NA
2020-06-24T12:25:32Z,2020-06-24T12:25:52Z,3,19,0,2020-06-25T12:25:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271217,NA
2020-06-24T12:25:49Z,2020-06-24T12:26:10Z,4,20,0,2020-06-25T12:26:15Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595724,NA
2020-06-24T12:26:07Z,2020-06-24T12:26:24Z,3,17,0,2020-06-25T12:26:25Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583029,NA
